sentence,label
"I go to sleep with pictures of porn hoes on my wall
Bitch I'm tryna to fuck all y'all
And the laws of attraction say vision it, you'll see it
So I'm tryna close my eyes to see a million bitches screaming
Begging for the semen from the demon with no tooth
Getting head in the back seat, reflection on the moon roof
Your bitch pussy loose goose, fly like parachute
Hit the booth and now a nigga shinin like spaceboots
Y'all niggas sub-par, Brown like the space bar
Hit me go, forward flow tight like a gay star
Y'all whack like a nigga with a fucking rape charge
Never leave his cell because he gon get jumped on the yard
I met a bitch, and now she got a wedding ring
We fucking hoes together a thousand dollar sex swing
They use toys, I sniff coke and watch
While I'm jerking on my dick pre-nuttin' on all my socks
Broads all abroad want to take they bras off
Just to squeeze on they nipple while they suck a nigga off
Real heavy with the spit, I'm feeling like the black Brad Pitt
I'm the black Brad Pitt, the black Brad Pitt
All these bitches on my dick, I'm the black Brad Pitt
The black Brad Pitt, the black Brad Pitt
All these bitches on my dick, I'm the black Brad Pitt
Brad Pitt, ho, Brad Pitt, bitch
Brad Pitt, ho, Brad Pitt, bitch
Brad Pitt, ho, Brad Pitt, bitch
Brad Pitt, ho, Brad Pitt, bitch
She said Brown you's a freaky ass nigga
Licking on my dick while I'm on splitting the swisha
Busting in her hair like Something About Mary
Never shave my pubes bitch my nuts stay hairy
All up in your teeth, ya gotta pick it out
I hit it from the back bitch, she gotta stick it out
Stick my dick up in your mouth bitch, you don't be scared
No you heard my songs, ho be very aware
So don't forget the floss, got to slurp it all
Black Brad Pitt, Angelina on call
And we gon ball, straight to the playoffs
82 games, bitch, no fucking days off
Starting playa y'all niggas ride the bench
Tell her blow the herb cause my clothes got the stench
All these hoes on my dick
Cause I'm the black Brad Pitt",Yes
"I was looking at the black and white world
It seemed so exciting
If you'd only put me back to back with that girl
When the night's inviting
With just a little lighting
There'll never be days like that again
When I was just a boy and men were men
You never go from moment to moment
You're the living double of a single fiction
You're very colorful with your compliments
As you feel the finger's friction
It's a freeze-frame
Still it's real life
You don't want to look
'Cause you've seen the film and you've read the book
I was looking at the black and white world
Trying to name some pin-up
Those days she was just a beautiful girl
Now she's framed and hung up
I thought she was young
Up until I saw her last night in close detail
Though they all fade away when you're so pale
It's more than just a physical attraction
It starts with a face and ends up a fixation
But you're never gonna feel a fraction
Of the way it used to work on your imagination
When you were looking at the black and white world
When you were looking at the black and white world
When you were looking at the
When you were looking at the black and white world
When you were looking at the black and white world
When you were looking at the black and white world
When you were looking at the black and white world
When you were looking, when you were looking at
When you were looking at the black and white world",Yes
"Three thirty in the morning
Not a soul in sight
The city's lookin' like a ghost town
On a moonless summer night
Raindrops on the windshield
There's a storm movin' in
He's headin' back from somewhere
That he never should have been
And the thunder rolls
And the thunder rolls
Every light is burnin'
In a house across town
She's pacin' by the telephone
In her faded flannel gown
Askin' for miracle
Hopin' she's not right
Prayin' it's the weather
That's kept him out all night
And the thunder rolls
And the thunder rolls
The thunder rolls
And the lightnin' strikes
Another love grows cold
On a sleepless night
As the storm blows on
Out of control
Deep in her heart
The thunder rolls
She's waitin' by the window
When he pulls into the drive
She rushes out to hold him
Thankful he's alive
But on the wind and rain
A strange new perfume blows
And the lightnin' flashes in her eyes
And he knows that she knows
And the thunder rolls
And the thunder rolls",Yes
Coco Gauff Will Miss Olympics After Testing Positive For COVID-19,No
Dog On The Mend After Rescuing Owner From Mountain Lion,No
"Judge Limits Evidence, Refuses To Move Trial In George Floyd Death",No
"Three minute positive not too country
Up-tempo love song
This is a three minute song
To tell her that I love her
And how wonderful we get along
A sweet sentiment that's borderline stick
A lot of right and not much wrong
It's a little bit edgy, but softer than spaghetti
Weak yet redundantly strong
It's a three minute positive
Not too country up-tempo love song
[Chorus]
Yeah, it's a three minute positive
Not too country up-tempo love song
It's a way for me to tell her that I love her
But it can't be too long
There will be no drinkin' no cheatin'
No lyin' no leavin'that stuff it just don't belong
In a three minute positive
Not too country up-tempo love song
You won't hear four-letter words
Just me tellin' her
That she's the every breath I draw
And how I can't live without her
And I could never doubt her
'Cause she could never do no wrong
Well it's the right amount of timin' the proper form of rhymin' a little guitar
Then it's gone
It's a three minute positive
Not too country up-tempo love song
[Chorus]
Yeah in a three minute positive
Not too country up-tempo love song
There will be no drinkin' no cheatin'
No lyin' no leavin' that stuff it just don't belong
In a three minute positive
Not too country up-tempo love song
Yeah in a three minute positive
Not too country up-tempo love song",Yes
"He don't know how to lie or undermine you
He don't know how to steal how to deal or decieve
So leave him alone set him free
Cause he's speaking with the angel
Speaking with the angel that only he can see
You say he's so helpless but what about you
You don't pull the strings don't you know anything
Leave him alone let him be
Cause he's speaking with the angel
Speaking with the angel that only he can see
Would you teach him about heaven
Would you show him how to love the earth

Would you poison him with prejudice from the moment of his birth
SOLO
He in the name of love in the blood of the lamb
He that never lays the blame
He don't even know his name
Leave him alone set him free
Cause he's speaking with the angel
Speaking with the angel
The very one that spoke to you and me
Do you remember",Yes
"Don't make, don't make, me kill, me kill
No mu'fuckin' body in here, in here
I'mma shoot, I'mma shoot, 3 shots, 3 shots
Somebody done made me hot, me hot
Don't make, don't make, me kill, me kill
No mu'fuckin' body in here, in here
I'mma shoot, I'mma shoot, 3 shots, 3 shots
Somebody done made me hot, me hot
You got me fucked up, we shoot guns and hit targets
Meat market, chop haters up who start shit
MJG, rippin' holes in body gaurds
Outta line, polices' and boys who think they body hard
And when the party started, I thought we was all chillin'
I figured that everybody be leavin' here all livin'
You standin' too close partna, you askin' too much baby
You need to get way from round me, before our clique goin' crazy
They ma-ny niggaz come round, talkin' 'bout
They hot, but they not, fuckin' with fat boy and MJ
Nigga we the truth, holla at a playa man
Streets are the booth, we poppin' at you hatas man
Soft ass niggaz make they chin hit the floor
Off bran niggaz take they cheese and they hoe
Mafio, Mafio, niggaz know, niggas know
When them real live G's hit the door, hit the door
Don't make, don't make, me kill, me kill
No mu'fuckin' body in here, in here
I'mma shoot, I'mma shoot, 3 shots, 3 shots
Somebody done made me hot, me hot
Don't make, don't make, me kill, me kill
No mu'fuckin' body in here, in here
I'mma shoot, I'mma shoot, 3 shots, 3 shots
Somebody done made me hot, me hot
I got a 22, not much bigger than my finger
A winchester pistol grip pump tha'ts a head ringer
A two shot derringer, not little millinater
A big 40 glock, just call me the gun slanger
Some AK spray to kill the front line
One houndred and thirty dead from squeezin' off one time
All you muthafuckin' niggaz, that yappin' that fly lip
Let it rip, don't slip, I'm workin' with fly clips
We fifty deep and every nigga with me got they ice on
Look, niggaz gottta brake your face like Roy Jones
Crush your bones when it's on, we ain't never scared
Them Memphis boys, we so serious when it's 'bout that bread
Kidnap family members, them niggaz don't leave no witness
They all love a gangsta, that shit be so addictive
When we pull up, they know who we are by the car
We blowin' big, and you know Diddy he gonna buy the bar
Don't make, don't make, me kill, me kill
No mu'fuckin' body in here, in here
I'mma shoot, I'mma shoot, 3 shots, 3 shots
Somebody done made me hot, me hot
Don't make, don't make, me kill, me kill
No mu'fuckin' body in here, in here
I'mma shoot, I'mma shoot, 3 shots, 3 shots
Somebody done made me hot, me hot
Take your vest off, I'm blowin' your neck off and eyes out
High speed chase, I'll follow you to your hideout
Shoot your fuckin' tires out, don't try to ride now
What happend to the bass in your voice, you just cryin' now?
Thought you was a man, you starting to look fine now
The grim reaper been lookin' for ya, and boy it's time now
And blow the roll, shit out the right side of your head man
Ain't no way for retaliation when you's a dead man
Not a scared man, we keep it, out the frame
We stayin' away from lames, and run the whole game
I do it like G, you ain't fuckin' with me
Eightball, MJG, we reppin' for Tennesee
With murder and homicide, and daily niggaz die
And daily niggaz ride, it don't mean with we you wise
Money, and the power, the weak, they get devoured
Them boys that disrespect, with bullets they get showered
Don't make, don't make, me kill, me kill
No mu'fuckin' body in here, in here
I'mma shoot, I'mma shoot, 3 shots, 3 shots
Somebody done made me hot, me hot
Don't make, don't make, me kill, me kill
No mu'fuckin' body in here, in here
I'mma shoot, I'mma shoot, 3 shots, 3 shots
Somebody done made me hot, me hot
...",Yes
Channing Tatum Reveals Why He Almost Didn't Do Third 'Magic Mike' Movie,No
